2020-09-07 | 12:00:48.799 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | Starting Sprint1Application on yeongsamnoui-MacBookPro.local with PID 1055 (/Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1/build/classes/java/main started by yeongsamno in /Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1)
2020-09-07 | 12:41:30.478 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | Starting Sprint1Application on yeongsamnoui-MacBookPro.local with PID 1885 (/Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1/build/classes/java/main started by yeongsamno in /Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1)
2020-09-07 | 12:41:30.480 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | The following profiles are active: real-db,oauth,jwt,aws,local
2020-09-07 | 12:41:30.519 | restartedMain        |  INFO | ertyDefaultsPostProcessor | ID:          | Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-09-07 | 12:41:30.520 | restartedMain        |  INFO | ertyDefaultsPostProcessor | ID:          | For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-09-07 | 12:41:31.568 | restartedMain        |  INFO | toryConfigurationDelegate | ID:          | Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2020-09-07 | 12:41:31.658 | restartedMain        |  INFO | toryConfigurationDelegate | ID:          | Finished Spring Data repository scanning in 82ms. Found 5 JPA repository interfaces.
2020-09-07 | 12:41:32.065 | restartedMain        |  INFO | $BeanPostProcessorChecker | ID:          | Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@10a52cc' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-07 | 12:41:32.074 | restartedMain        |  INFO | $BeanPostProcessorChecker | ID:          | Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-07 | 12:41:32.431 | restartedMain        |  INFO | s.b.w.e.t.TomcatWebServer | ID:          | Tomcat initialized with port(s): 8080 (http)
2020-09-07 | 12:41:32.444 | restartedMain        |  INFO | o.a.c.h.Http11NioProtocol | ID:          | Initializing ProtocolHandler ["http-nio-8080"]
2020-09-07 | 12:41:32.453 | restartedMain        |  INFO | o.a.c.c.StandardService   | ID:          | Starting service [Tomcat]
2020-09-07 | 12:41:32.453 | restartedMain        |  INFO | o.a.c.core.StandardEngine | ID:          | Starting Servlet engine: [Apache Tomcat/9.0.36]
2020-09-07 | 12:41:32.540 | restartedMain        |  INFO | o.a.c.c.C.[.[.[/]         | ID:          | Initializing Spring embedded WebApplicationContext
2020-09-07 | 12:41:32.540 | restartedMain        |  INFO | o.s.w.c.ContextLoader     | ID:          | Root WebApplicationContext: initialization completed in 2020 ms
2020-09-07 | 12:41:33.103 | restartedMain        |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Starting...
2020-09-07 | 12:41:33.487 | restartedMain        |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Start completed.
2020-09-07 | 12:41:33.536 | restartedMain        |  INFO | o.h.j.i.util.LogHelper    | ID:          | HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2020-09-07 | 12:41:33.604 | restartedMain        |  INFO | org.hibernate.Version     | ID:          | HHH000412: Hibernate Core {5.3.17.Final}
2020-09-07 | 12:41:33.605 | restartedMain        |  INFO | o.h.cfg.Environment       | ID:          | HHH000206: hibernate.properties not found
2020-09-07 | 12:41:33.757 | restartedMain        |  INFO | o.h.a.common.Version      | ID:          | HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
2020-09-07 | 12:41:33.893 | restartedMain        |  INFO | o.h.dialect.Dialect       | ID:          | HHH000400: Using dialect: com.swm.sprint1.config.MysqlCustomDialect
2020-09-07 | 12:41:34.646 | restartedMain        |  INFO | rEntityManagerFactoryBean | ID:          | Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-09-07 | 12:41:35.837 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'clientInboundChannelExecutor'
2020-09-07 | 12:41:35.846 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'clientOutboundChannelExecutor'
2020-09-07 | 12:41:36.014 | restartedMain        |  WARN | on$JpaWebMvcConfiguration | ID:          | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-09-07 | 12:41:36.151 | restartedMain        |  INFO | e.w.EndpointLinksResolver | ID:          | Exposing 16 endpoint(s) beneath base path '/actuator'
2020-09-07 | 12:41:36.403 | restartedMain        |  INFO | c.ThreadPoolTaskScheduler | ID:          | Initializing ExecutorService 'messageBrokerTaskScheduler'
2020-09-07 | 12:41:36.452 | restartedMain        |  INFO | WelcomePageHandlerMapping | ID:          | Adding welcome page: class path resource [static/index.html]
2020-09-07 | 12:41:36.487 | restartedMain        |  INFO | efaultSecurityFilterChain | ID:          | Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@36b9ad0a, org.springframework.security.web.context.SecurityContextPersistenceFilter@5acf5de1, org.springframework.security.web.header.HeaderWriterFilter@448e91f3, org.springframework.web.filter.CorsFilter@53ea085c, org.springframework.security.web.authentication.logout.LogoutFilter@3fa7d1db, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@78a7c73c, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@41bdd3df, com.swm.sprint1.security.TokenAuthenticationFilter@79d9fedb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@255b1437, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@50ed7d38, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7cabef08, org.springframework.security.web.session.SessionManagementFilter@2952ea57, org.springframework.security.web.access.ExceptionTranslationFilter@612e2874, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1d8fdd32]
2020-09-07 | 12:41:36.502 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'brokerChannelExecutor'
2020-09-07 | 12:41:36.671 | restartedMain        |  INFO | .OptionalLiveReloadServer | ID:          | LiveReload server is running on port 35729
2020-09-07 | 12:41:36.978 | restartedMain        |  INFO | tationPluginsBootstrapper | ID:          | Context refreshed
2020-09-07 | 12:41:36.989 | restartedMain        |  INFO | tationPluginsBootstrapper | ID:          | Found 1 custom documentation plugin(s)
2020-09-07 | 12:41:37.001 | restartedMain        |  INFO | piListingReferenceScanner | ID:          | Scanning for api listing references
2020-09-07 | 12:41:37.200 | restartedMain        |  INFO | impleBrokerMessageHandler | ID:          | Starting...
2020-09-07 | 12:41:37.201 | restartedMain        |  INFO | impleBrokerMessageHandler | ID:          | BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
2020-09-07 | 12:41:37.201 | restartedMain        |  INFO | impleBrokerMessageHandler | ID:          | Started.
2020-09-07 | 12:41:37.212 | restartedMain        |  INFO | o.a.c.h.Http11NioProtocol | ID:          | Starting ProtocolHandler ["http-nio-8080"]
2020-09-07 | 12:41:37.235 | restartedMain        |  INFO | s.b.w.e.t.TomcatWebServer | ID:          | Tomcat started on port(s): 8080 (http) with context path ''
2020-09-07 | 12:41:37.238 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | Started Sprint1Application in 7.274 seconds (JVM running for 7.866)
2020-09-07 | 12:41:37.730 | tion(3)-192.168.0.15 |  INFO | o.a.c.c.C.[.[.[/]         | ID:          | Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-09-07 | 12:41:37.730 | tion(3)-192.168.0.15 |  INFO | o.s.w.s.DispatcherServlet | ID:          | Initializing Servlet 'dispatcherServlet'
2020-09-07 | 12:41:37.740 | tion(3)-192.168.0.15 |  INFO | o.s.w.s.DispatcherServlet | ID:          | Completed initialization in 10 ms
2020-09-07 | 12:42:05.587 | http-nio-8080-exec-2 | ERROR | TokenAuthenticationFilter | ID:          | JWT signature does not match locally computed signature. JWT validity cannot be asserted and should not be trusted.
2020-09-07 | 12:43:07.873 | riPool-1 housekeeper |  WARN | c.z.h.pool.HikariPool     | ID:          | HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m2s286ms).
2020-09-07 | 12:43:07.875 | MessageBroker-1      |  INFO | bSocketMessageBrokerStats | ID:          | WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 1, active threads = 1, queued tasks = 0, completed tasks = 0]
2020-09-07 | 12:43:07.877 | http-nio-8080-exec-4 | ERROR | TokenAuthenticationFilter | ID:          | JWT signature does not match locally computed signature. JWT validity cannot be asserted and should not be trusted.
2020-09-07 | 12:43:07.915 | Thread-23            |  INFO | impleBrokerMessageHandler | ID:          | Stopping...
2020-09-07 | 12:43:07.915 | Thread-23            |  INFO | impleBrokerMessageHandler | ID:          | BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
2020-09-07 | 12:43:07.915 | Thread-23            |  INFO | impleBrokerMessageHandler | ID:          | Stopped.
2020-09-07 | 12:43:07.918 | Thread-23            |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Shutting down ExecutorService 'brokerChannelExecutor'
2020-09-07 | 12:43:07.919 | Thread-23            |  INFO | c.ThreadPoolTaskScheduler | ID:          | Shutting down ExecutorService 'messageBrokerTaskScheduler'
2020-09-07 | 12:43:07.921 | Thread-23            |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Shutting down ExecutorService 'clientOutboundChannelExecutor'
2020-09-07 | 12:43:07.921 | Thread-23            |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Shutting down ExecutorService 'clientInboundChannelExecutor'
2020-09-07 | 12:43:07.924 | Thread-23            |  INFO | rEntityManagerFactoryBean | ID:          | Closing JPA EntityManagerFactory for persistence unit 'default'
2020-09-07 | 12:43:07.926 | Thread-23            |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Shutdown initiated...
2020-09-07 | 12:43:07.932 | Thread-23            |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Shutdown completed.
2020-09-07 | 12:43:10.486 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | Starting Sprint1Application on yeongsamnoui-MacBookPro.local with PID 1902 (/Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1/build/classes/java/main started by yeongsamno in /Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1)
2020-09-07 | 12:43:10.488 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | The following profiles are active: real-db,oauth,jwt,aws,local
2020-09-07 | 12:43:10.530 | restartedMain        |  INFO | ertyDefaultsPostProcessor | ID:          | Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-09-07 | 12:43:10.530 | restartedMain        |  INFO | ertyDefaultsPostProcessor | ID:          | For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-09-07 | 12:43:11.622 | restartedMain        |  INFO | toryConfigurationDelegate | ID:          | Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2020-09-07 | 12:43:11.708 | restartedMain        |  INFO | toryConfigurationDelegate | ID:          | Finished Spring Data repository scanning in 79ms. Found 5 JPA repository interfaces.
2020-09-07 | 12:43:12.136 | restartedMain        |  INFO | $BeanPostProcessorChecker | ID:          | Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@f68ec35' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-07 | 12:43:12.146 | restartedMain        |  INFO | $BeanPostProcessorChecker | ID:          | Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-07 | 12:43:12.519 | restartedMain        |  INFO | s.b.w.e.t.TomcatWebServer | ID:          | Tomcat initialized with port(s): 8080 (http)
2020-09-07 | 12:43:12.532 | restartedMain        |  INFO | o.a.c.h.Http11NioProtocol | ID:          | Initializing ProtocolHandler ["http-nio-8080"]
2020-09-07 | 12:43:12.541 | restartedMain        |  INFO | o.a.c.c.StandardService   | ID:          | Starting service [Tomcat]
2020-09-07 | 12:43:12.541 | restartedMain        |  INFO | o.a.c.core.StandardEngine | ID:          | Starting Servlet engine: [Apache Tomcat/9.0.36]
2020-09-07 | 12:43:12.631 | restartedMain        |  INFO | o.a.c.c.C.[.[.[/]         | ID:          | Initializing Spring embedded WebApplicationContext
2020-09-07 | 12:43:12.631 | restartedMain        |  INFO | o.s.w.c.ContextLoader     | ID:          | Root WebApplicationContext: initialization completed in 2101 ms
2020-09-07 | 12:43:13.200 | restartedMain        |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Starting...
2020-09-07 | 12:43:13.606 | restartedMain        |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Start completed.
2020-09-07 | 12:43:13.655 | restartedMain        |  INFO | o.h.j.i.util.LogHelper    | ID:          | HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2020-09-07 | 12:43:13.725 | restartedMain        |  INFO | org.hibernate.Version     | ID:          | HHH000412: Hibernate Core {5.3.17.Final}
2020-09-07 | 12:43:13.727 | restartedMain        |  INFO | o.h.cfg.Environment       | ID:          | HHH000206: hibernate.properties not found
2020-09-07 | 12:43:13.879 | restartedMain        |  INFO | o.h.a.common.Version      | ID:          | HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
2020-09-07 | 12:43:14.016 | restartedMain        |  INFO | o.h.dialect.Dialect       | ID:          | HHH000400: Using dialect: com.swm.sprint1.config.MysqlCustomDialect
2020-09-07 | 12:43:14.760 | restartedMain        |  INFO | rEntityManagerFactoryBean | ID:          | Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-09-07 | 12:43:15.868 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'clientInboundChannelExecutor'
2020-09-07 | 12:43:15.875 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'clientOutboundChannelExecutor'
2020-09-07 | 12:43:16.022 | restartedMain        |  WARN | on$JpaWebMvcConfiguration | ID:          | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-09-07 | 12:43:16.146 | restartedMain        |  INFO | e.w.EndpointLinksResolver | ID:          | Exposing 16 endpoint(s) beneath base path '/actuator'
2020-09-07 | 12:43:16.378 | restartedMain        |  INFO | c.ThreadPoolTaskScheduler | ID:          | Initializing ExecutorService 'messageBrokerTaskScheduler'
2020-09-07 | 12:43:16.428 | restartedMain        |  INFO | WelcomePageHandlerMapping | ID:          | Adding welcome page: class path resource [static/index.html]
2020-09-07 | 12:43:16.464 | restartedMain        |  INFO | efaultSecurityFilterChain | ID:          | Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@50fef7b2, org.springframework.security.web.context.SecurityContextPersistenceFilter@38fd4be9, org.springframework.security.web.header.HeaderWriterFilter@509a673c, org.springframework.web.filter.CorsFilter@6a69be31, org.springframework.security.web.authentication.logout.LogoutFilter@6ac2fcdf, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@3166f224, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@7366e85e, com.swm.sprint1.security.TokenAuthenticationFilter@5bb5542f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@50c52e2d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1b3b5343, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@33b3d871, org.springframework.security.web.session.SessionManagementFilter@17523250, org.springframework.security.web.access.ExceptionTranslationFilter@532256dd, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7ebbc06b]
2020-09-07 | 12:43:16.479 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'brokerChannelExecutor'
2020-09-07 | 12:43:16.648 | restartedMain        |  INFO | .OptionalLiveReloadServer | ID:          | LiveReload server is running on port 35729
2020-09-07 | 12:43:16.967 | restartedMain        |  INFO | tationPluginsBootstrapper | ID:          | Context refreshed
2020-09-07 | 12:43:16.979 | restartedMain        |  INFO | tationPluginsBootstrapper | ID:          | Found 1 custom documentation plugin(s)
2020-09-07 | 12:43:16.990 | restartedMain        |  INFO | piListingReferenceScanner | ID:          | Scanning for api listing references
2020-09-07 | 12:43:17.160 | restartedMain        |  INFO | impleBrokerMessageHandler | ID:          | Starting...
2020-09-07 | 12:43:17.161 | restartedMain        |  INFO | impleBrokerMessageHandler | ID:          | BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
2020-09-07 | 12:43:17.175 | restartedMain        |  INFO | impleBrokerMessageHandler | ID:          | Started.
2020-09-07 | 12:43:17.215 | restartedMain        |  INFO | o.a.c.h.Http11NioProtocol | ID:          | Starting ProtocolHandler ["http-nio-8080"]
2020-09-07 | 12:43:17.238 | restartedMain        |  INFO | s.b.w.e.t.TomcatWebServer | ID:          | Tomcat started on port(s): 8080 (http) with context path ''
2020-09-07 | 12:43:17.241 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | Started Sprint1Application in 7.323 seconds (JVM running for 7.95)
2020-09-07 | 12:43:17.719 | nection(4)-127.0.0.1 |  INFO | o.a.c.c.C.[.[.[/]         | ID:          | Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-09-07 | 12:43:17.719 | nection(4)-127.0.0.1 |  INFO | o.s.w.s.DispatcherServlet | ID:          | Initializing Servlet 'dispatcherServlet'
2020-09-07 | 12:43:17.729 | nection(4)-127.0.0.1 |  INFO | o.s.w.s.DispatcherServlet | ID:          | Completed initialization in 10 ms
2020-09-07 | 12:43:53.268 | http-nio-8080-exec-2 | ERROR | TokenAuthenticationFilter | ID:          | JWT signature does not match locally computed signature. JWT validity cannot be asserted and should not be trusted.
2020-09-07 | 12:46:01.369 | riPool-1 housekeeper |  WARN | c.z.h.pool.HikariPool     | ID:          | HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=2m10s923ms).
2020-09-07 | 12:46:01.369 | MessageBroker-1      |  INFO | bSocketMessageBrokerStats | ID:          | WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 1, active threads = 1, queued tasks = 0, completed tasks = 0]
2020-09-07 | 12:46:30.104 | http-nio-8080-exec-4 | ERROR | TokenAuthenticationFilter | ID:          | JWT signature does not match locally computed signature. JWT validity cannot be asserted and should not be trusted.
2020-09-07 | 12:46:30.160 | Thread-23            |  INFO | impleBrokerMessageHandler | ID:          | Stopping...
2020-09-07 | 12:46:30.160 | Thread-23            |  INFO | impleBrokerMessageHandler | ID:          | BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
2020-09-07 | 12:46:30.160 | Thread-23            |  INFO | impleBrokerMessageHandler | ID:          | Stopped.
2020-09-07 | 12:46:30.162 | Thread-23            |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Shutting down ExecutorService 'brokerChannelExecutor'
2020-09-07 | 12:46:30.163 | Thread-23            |  INFO | c.ThreadPoolTaskScheduler | ID:          | Shutting down ExecutorService 'messageBrokerTaskScheduler'
2020-09-07 | 12:46:30.165 | Thread-23            |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Shutting down ExecutorService 'clientOutboundChannelExecutor'
2020-09-07 | 12:46:30.165 | Thread-23            |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Shutting down ExecutorService 'clientInboundChannelExecutor'
2020-09-07 | 12:46:30.168 | Thread-23            |  INFO | rEntityManagerFactoryBean | ID:          | Closing JPA EntityManagerFactory for persistence unit 'default'
2020-09-07 | 12:46:30.170 | Thread-23            |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Shutdown initiated...
2020-09-07 | 12:46:30.176 | Thread-23            |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Shutdown completed.
2020-09-07 | 12:46:38.945 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | Starting Sprint1Application on yeongsamnoui-MacBookPro.local with PID 1933 (/Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1/build/classes/java/main started by yeongsamno in /Users/yeongsamno/Desktop/com/soma/recorder/backend/sprint1)
2020-09-07 | 12:46:38.947 | restartedMain        |  INFO | c.s.s.Sprint1Application  | ID:          | The following profiles are active: real-db,oauth,jwt,aws,local
2020-09-07 | 12:46:38.990 | restartedMain        |  INFO | ertyDefaultsPostProcessor | ID:          | Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-09-07 | 12:46:38.990 | restartedMain        |  INFO | ertyDefaultsPostProcessor | ID:          | For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-09-07 | 12:46:40.029 | restartedMain        |  INFO | toryConfigurationDelegate | ID:          | Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2020-09-07 | 12:46:40.114 | restartedMain        |  INFO | toryConfigurationDelegate | ID:          | Finished Spring Data repository scanning in 79ms. Found 5 JPA repository interfaces.
2020-09-07 | 12:46:40.530 | restartedMain        |  INFO | $BeanPostProcessorChecker | ID:          | Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@1cee0884' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-07 | 12:46:40.542 | restartedMain        |  INFO | $BeanPostProcessorChecker | ID:          | Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-07 | 12:46:40.862 | restartedMain        |  INFO | s.b.w.e.t.TomcatWebServer | ID:          | Tomcat initialized with port(s): 8080 (http)
2020-09-07 | 12:46:40.875 | restartedMain        |  INFO | o.a.c.h.Http11NioProtocol | ID:          | Initializing ProtocolHandler ["http-nio-8080"]
2020-09-07 | 12:46:40.884 | restartedMain        |  INFO | o.a.c.c.StandardService   | ID:          | Starting service [Tomcat]
2020-09-07 | 12:46:40.884 | restartedMain        |  INFO | o.a.c.core.StandardEngine | ID:          | Starting Servlet engine: [Apache Tomcat/9.0.36]
2020-09-07 | 12:46:41.020 | restartedMain        |  INFO | o.a.c.c.C.[.[.[/]         | ID:          | Initializing Spring embedded WebApplicationContext
2020-09-07 | 12:46:41.020 | restartedMain        |  INFO | o.s.w.c.ContextLoader     | ID:          | Root WebApplicationContext: initialization completed in 2030 ms
2020-09-07 | 12:46:41.587 | restartedMain        |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Starting...
2020-09-07 | 12:46:42.083 | restartedMain        |  INFO | c.z.h.HikariDataSource    | ID:          | HikariPool-1 - Start completed.
2020-09-07 | 12:46:42.130 | restartedMain        |  INFO | o.h.j.i.util.LogHelper    | ID:          | HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2020-09-07 | 12:46:42.190 | restartedMain        |  INFO | org.hibernate.Version     | ID:          | HHH000412: Hibernate Core {5.3.17.Final}
2020-09-07 | 12:46:42.191 | restartedMain        |  INFO | o.h.cfg.Environment       | ID:          | HHH000206: hibernate.properties not found
2020-09-07 | 12:46:42.317 | restartedMain        |  INFO | o.h.a.common.Version      | ID:          | HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
2020-09-07 | 12:46:42.478 | restartedMain        |  INFO | o.h.dialect.Dialect       | ID:          | HHH000400: Using dialect: com.swm.sprint1.config.MysqlCustomDialect
2020-09-07 | 12:46:43.197 | restartedMain        |  INFO | rEntityManagerFactoryBean | ID:          | Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-09-07 | 12:46:44.297 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'clientInboundChannelExecutor'
2020-09-07 | 12:46:44.304 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'clientOutboundChannelExecutor'
2020-09-07 | 12:46:44.449 | restartedMain        |  WARN | on$JpaWebMvcConfiguration | ID:          | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-09-07 | 12:46:44.572 | restartedMain        |  INFO | e.w.EndpointLinksResolver | ID:          | Exposing 16 endpoint(s) beneath base path '/actuator'
2020-09-07 | 12:46:44.806 | restartedMain        |  INFO | c.ThreadPoolTaskScheduler | ID:          | Initializing ExecutorService 'messageBrokerTaskScheduler'
2020-09-07 | 12:46:44.855 | restartedMain        |  INFO | WelcomePageHandlerMapping | ID:          | Adding welcome page: class path resource [static/index.html]
2020-09-07 | 12:46:44.890 | restartedMain        |  INFO | efaultSecurityFilterChain | ID:          | Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@76671163, org.springframework.security.web.context.SecurityContextPersistenceFilter@397a80df, org.springframework.security.web.header.HeaderWriterFilter@78f5ac17, org.springframework.web.filter.CorsFilter@5acf3555, org.springframework.security.web.authentication.logout.LogoutFilter@50d20c19, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@184b3cfe, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@7316a115, com.swm.sprint1.security.TokenAuthenticationFilter@11c5056b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6ed882cb, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4d44e248, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7556d546, org.springframework.security.web.session.SessionManagementFilter@22c94166, org.springframework.security.web.access.ExceptionTranslationFilter@4d528745, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7bdf9cb6]
2020-09-07 | 12:46:44.905 | restartedMain        |  INFO | .c.ThreadPoolTaskExecutor | ID:          | Initializing ExecutorService 'brokerChannelExecutor'
2020-09-07 | 12:46:45.070 | restartedMain        |  INFO | .OptionalLiveReloadServer | ID:          | LiveReload server is running on port 35729
2020-09-07 | 12:46:45.406 | restartedMain        |  INFO | tationPluginsBootstrapper | ID:          | Context refreshed
2020-09-07 | 12:46:45.417 | restartedMain        |  INFO | tationPluginsBootstrapper | ID:          | Found 1 custom documentation plugin(s)
